Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
13-6485-2024,3/28/2024 10:20,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1482770.55,97.52,97.52,2 B/R,B3-P24,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,0,0,,LIV RESIDENCE
13-6490-2024,3/27/2024 15:32,Mortgage,Mortgage Registration,Ready,Free Hold,Commercial,DUBAI SPORTS CITY,Land,Commercial,2600000,247,247,,,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,0,0,,
13-6491-2024,3/28/2024 12:22,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,616723,96.97,96.97,1 B/R,P4-12,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,
13-6494-2024,3/28/2024 11:30,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,338064.94,55.1,55.1,1 B/R,P3-21,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,
13-6496-2024,3/28/2024 9:22,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,MUDON,Land,Residential,2764000,387.59,387.59,,,,,Dubai Cycling Course,0,0,,ARABELLA 2 - TOWNHOUSES AT MUDON
13-6498-2024,3/27/2024 15:51,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Al Aweer First,Land,Government Housing,750000,751.47,751.47,,,,,,0,0,,
13-6500-2024,3/28/2024 8:41,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Al Aweer First,Land,,1000000,1249.04,1249.04,,,,,,0,0,,
13-6506-2024,3/27/2024 15:53,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Al Yelayiss 5,Land,Government Housing,750000,769.59,769.59,,,,,,0,0,,
13-6509-2024,3/28/2024 11:05,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,MEYDAN ONE,Unit,Flats,720800,50.55,50.55,1 B/R,B1-26,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,Azizi Riviera 15
13-6510-2024,3/28/2024 8:34,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Al Warqa Third,Land,Residential,300000,1177.73,1177.73,,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,0,0,,
13-6512-2024,3/27/2024 15:20,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Wadi Al Safa 3,Building,Villas,5737638,442,442,5 B/R,,,,,0,0,,CHORISIA 2 VILLAS
13-6513-2024,3/27/2024 19:28,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Wadi Al Safa 3,Building,Villas,4900000,442,442,5 B/R,,,,,0,0,,CHORISIA 2 VILLAS
13-6526-2024,3/28/2024 8:38,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,EMAAR SOUTH,Building,Villas,1414400,144.34,144.34,3 B/R,,,,Al Makhtoum International Airport,0,0,,Parkside 3
13-6527-2024,3/28/2024 9:54,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,1323927,148.69,148.69,2 B/R,DMCC-3033,Damac Properties,Marina Mall,Burj Al Arab,0,0,,
13-6528-2024,3/28/2024 9:25,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1038800,121.52,121.52,1 B/R,LB - 38,Business Bay Metro Station,Dubai Mall,Burj Khalifa,0,0,,
13-6529-2024,3/28/2024 9:02,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,432480,89.09,89.09,1 B/R,B2 - 49,Damac Properties,Marina Mall,Sports City Swimming Academy,0,0,,OAKWOOD RESIDENCY
13-6530-2024,3/28/2024 10:54,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,2720000,151.9,151.9,2 B/R,L1-011,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,
13-6531-2024,3/28/2024 10:19,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI HILLS,Unit,Flats,1040537,44.59,44.59,1 B/R,B-165,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,0,0,,Collective 2.0
13-6532-2024,3/28/2024 9:36,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES II,Building,Villas,2200000,182,182,3 B/R,,,,Motor City,0,0,,AR II Camelia
13-6533-2024,3/28/2024 9:46,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,TILAL AL GHAF,Building,Villas,1768720,201.92,201.92,4 B/R,,,,,0,0,,Elan
13-6534-2024,3/28/2024 11:24,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,962500,93.42,93.42,1 B/R,P3-124,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,MAJESTINE
13-6535-2024,3/28/2024 10:59,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,EMAAR SOUTH,Unit,Flats,396000,60.16,60.16,1 B/R,G-135,,,Al Makhtoum International Airport,0,0,,Golf Views 
13-6536-2024,3/28/2024 10:17,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,1060000,68.38,68.38,1 B/R,P1-3,Dubai Marina,Marina Mall,Burj Al Arab,0,0,,
13-6537-2024,3/28/2024 10:40,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Muhaisanah First,Land,Residential,300000,1393.55,1393.55,,,Etisalat Metro Station,City Centre Mirdif,Dubai International Airport,0,0,,
13-6538-2024,3/28/2024 10:18,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH GOLF,Land,Residential,5342400,297.11,297.11,,,Damac Properties,Ibn-e-Battuta Mall,Sports City Swimming Academy,0,0,,RED WOOD PARK
13-6539-2024,3/28/2024 13:30,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 1,Unit,Flats,1255040,221.18,221.18,3 B/R,"PG-1909, PG-1910",Rashidiya Metro Station,City Centre Mirdif,,0,0,,
13-6540-2024,3/28/2024 10:43,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1080000,136.32,136.32,2 B/R,P1-46,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Catch Residences By IGO 
13-6541-2024,3/28/2024 10:29,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,2240000,143.72,143.72,2 B/R,P1-21,Nakheel Metro Station,Marina Mall,Burj Al Arab,0,0,,
13-6542-2024,3/28/2024 11:32,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,REMRAAM,Unit,Flats,353252,71.85,71.85,1 B/R,G-95,,,Motor City,0,0,,REMRAAM
13-6544-2024,3/28/2024 10:12,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,819615,122.37,122.37,2 B/R,B2-207,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,0,0,,PLAZA RESIDENCES
13-6545-2024,3/28/2024 13:24,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,886125,62.72,62.72,1 B/R,B2-172,Creek Metro Station,City Centre Mirdif,Dubai International Airport,0,0,,CREEKSIDE 18
13-6546-2024,3/28/2024 12:50,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,882000,72.4,72.4,1 B/R,P3-37,Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,FAIR VIEW RESIDENCY
13-6548-2024,3/28/2024 10:41,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,TOWN SQUARE,Unit,Flats,1030320,201.33,201.33,2 B/R,P-381,,,Dubai Cycling Course,0,0,,TOWN SQUARE JENNA AND WARDA
13-6549-2024,3/28/2024 11:08,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1000000,75.56,75.56,1 B/R,G-01,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,0,0,,BELGRAVIA III
13-6550-2024,3/28/2024 11:13,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,MIRA,Building,Villas,1600000,284.69,284.69,4 B/R,,,,Dubai Cycling Course,0,0,,REEM-MIRA COMMUNITY PH 1
13-6551-2024,3/28/2024 10:07,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Wadi Al Safa 3,Building,Villas,4360161,651.65,651.65,5 B/R,,,,,0,0,,CHORISIA 2 VILLAS
13-6552-2024,3/28/2024 11:11,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI HILLS,Unit,Flats,1640000,101.15,101.15,2 B/R,PH2-B-200,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,0,0,,PARK HEIGHTS II
13-6554-2024,3/28/2024 12:53,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,1827500,129.88,129.88,2 B/R,B1-130,Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,
13-6555-2024,3/28/2024 11:21,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARJAN,Unit,Flats,1065492,137.33,137.33,2 B/R,G-77,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,0,0,,
13-6556-2024,3/28/2024 11:32,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,639360,119.53,119.53,2 B/R,P2 F 146,,,IMG World Adventures,0,0,,SKY COURTS
13-6557-2024,3/28/2024 11:23,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI HEALTHCARE CITY - PHASE 2,Unit,Flats,780160,70.58,70.58,1 B/R,B-100,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,0,0,,Binghatti Avenue
13-6560-2024,3/28/2024 12:14,Mortgage,Mortgage Registration,Ready,Non Free Hold,Residential,Al Barsha Second,Land,Residential,2910000,1393.55,1393.55,,,Sharaf Dg Metro Station,Mall of the Emirates,Burj Al Arab,0,0,,
13-6561-2024,3/28/2024 13:15,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,1272000,82.21,82.21,1 B/R,P2-08,Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,BELLEVUE TOWERS
13-6563-2024,3/28/2024 11:53,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,1653600,153.59,153.59,3 B/R,B-21,Dubai Internet City,Marina Mall,Burj Al Arab,0,0,,
13-6564-2024,3/28/2024 12:23,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,AL FURJAN,Unit,Flats,623408,72.97,72.97,1 B/R,P1-39,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,0,0,,
13-6565-2024,3/28/2024 12:05,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Flats,461100,60.68,60.68,Studio,B2-073,Dubai Internet City,Mall of the Emirates,Burj Al Arab,0,0,,MADISON RESIDENCY
13-6568-2024,3/28/2024 12:20,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Flats,510000,88.68,88.68,1 B/R,B-112,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,0,0,,GRAND HORIZON 1
13-6570-2024,3/28/2024 12:23,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,391040,78.29,78.29,1 B/R,B/A-5,,,IMG World Adventures,0,0,,SKY COURTS
13-6571-2024,3/28/2024 12:45,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,1393600,108.41,108.41,1 B/R,B2-20,Creek Metro Station,Dubai Mall,Dubai International Airport,0,0,,THE DUBAI CREEK RESIDENCES
13-6573-2024,3/28/2024 12:59,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,1827500,109.27,109.27,2 B/R,B1-120,,,,0,0,,HARBOUR VIEWS
13-6574-2024,3/28/2024 14:47,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH LIVING,Unit,Flats,1611200,75.59,75.59,1 B/R,B-104,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,0,0,,Asayel at Madinat Jumeirah Living
13-6575-2024,3/28/2024 11:06,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI HILLS,Land,Residential Flatss,7057201,1433.45,1433.45,,,Noor Bank Metro Station,Mall of the Emirates,IMG World Adventures,0,0,,Golf Place
13-6576-2024,3/28/2024 11:06,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,MUDON,Land,Villas,1237500,303.03,303.03,,,,,Dubai Cycling Course,0,0,,ARABELLA 2 - TOWNHOUSES AT MUDON
13-6577-2024,3/28/2024 13:47,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,AL FURJAN,Unit,Flats,949760,108.94,108.94,2 B/R,G-15,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,0,0,,GLAMZ RESIDENCE
13-6578-2024,3/28/2024 14:37,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,737500,87.25,87.25,1 B/R,P4-96,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,DAMAC TOWERS BY PARAMOUNT
13-6579-2024,3/28/2024 12:56,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,1600000,138.52,138.52,2 B/R,B2-353,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,
13-6581-2024,3/28/2024 12:41,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI MARINA,Unit,Flats,831040,73.56,73.56,1 B/R,B3-140,Mina Seyahi,Marina Mall,Burj Al Arab,0,0,,MARINA PINNACLE
13-6582-2024,3/28/2024 12:13,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Marsa Dubai,Unit,Flats,4000000,132.15,132.15,2 B/R,L1R-116,Marina Towers,Marina Mall,Burj Al Arab,0,0,,JUMEIRAH LIVING MARINA GATE 
13-6583-2024,3/28/2024 13:10,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI SCIENCE PARK,Unit,Flats,699600,74.41,74.41,1 B/R,P2-07,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,0,0,,
13-6587-2024,3/28/2024 11:48,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1152000,125.11,125.11,2 B/R,P2-38,,,,0,0,,Binghatti Heights
13-6588-2024,3/28/2024 13:00,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH BEACH RESIDENCE,Unit,Flats,2000000,178.52,178.52,3 B/R,G228-229,Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,0,0,,
13-6590-2024,3/28/2024 13:43,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES I,Building,Villas,2204800,220.59,220.59,2 B/R,,,,Motor City,0,0,,
13-6593-2024,3/28/2024 13:13,Mortgage,Mortgage Registration,Ready,Free Hold,Commercial,JUMEIRAH PARK,Land,Commercial,7300000,796.7,796.7,,,Harbour Tower,Marina Mall,Sports City Swimming Academy,0,0,,
13-6594-2024,3/28/2024 13:18,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,700000,71.72,71.72,1 B/R,G- 56,Nakheel Metro Station,Marina Mall,Burj Al Arab,0,0,,
13-6595-2024,3/28/2024 13:02,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES I,Land,Residential,3211000,535.86,535.86,,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,0,0,,
13-6596-2024,3/28/2024 14:12,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,MOTOR CITY,Unit,Flats,1611200,272.3,272.3,3 B/R,9-265,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,0,0,,
13-6597-2024,3/28/2024 14:23,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,DUBAI WATER FRONT,Unit,Flats,349360,65.69,65.69,1 B/R,B-348,UAE Exchange Metro Station,,Dubai Parks and Resorts,0,0,,BADRA PHASE 1
13-6599-2024,3/28/2024 12:54,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Zaabeel Second,Unit,Flats,1350000,71.92,71.92,1 B/R,P1-267,Financial Centre,Dubai Mall,Burj Khalifa,0,0,,Downtown Views II
13-6600-2024,3/28/2024 13:35,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,Madinat Hind 4,Land,Residential,3044100,442.63,442.63,,,,,,0,0,,DAMAC HILLS (2) - CLARET
13-6602-2024,3/28/2024 13:57,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,AL FURJAN,Land,Residential,2700000,600,600,,,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,0,0,,ALFURJAN PACKAGE 4
13-6604-2024,3/28/2024 13:49,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,THE GREENS,Unit,Flats,1992800,117.62,117.62,2 B/R,1,Nakheel Metro Station,Marina Mall,Burj Al Arab,0,0,,TANARO
13-6607-2024,3/28/2024 12:05,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,EMAAR SOUTH,Building,Villas,1229600,137.76,137.76,3 B/R,,,,Al Makhtoum International Airport,0,0,,Parkside 2
13-6608-2024,3/28/2024 14:49,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,LA MER,Unit,Flats,3222400,113.57,113.57,2 B/R,A-063,Trade Centre Metro Station,Dubai Mall,Burj Khalifa,0,0,,Port De La Mer - La Voile
13-6610-2024,3/28/2024 14:22,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,1700000,149.84,149.84,2 B/R,DMCC-1074,Damac Properties,Marina Mall,Burj Al Arab,0,0,,
13-6611-2024,3/28/2024 14:02,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES I,Land,Residential,9126600,1372.73,1372.73,,,,,Global Village,0,0,,
13-6613-2024,3/28/2024 16:04,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Flats,686970,51.99,51.99,Studio,P - 138,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,0,0,,INDIGO TOWER
13-6614-2024,3/28/2024 13:46,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,PALM JUMEIRAH,Unit,Flats,2127098,226.57,226.57,3 B/R,6-B266,Palm Jumeirah,Marina Mall,Burj Al Arab,0,0,,MARINA RESIDENCE
13-6619-2024,3/28/2024 13:53,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES I,Building,Villas,3307200,252.62,252.62,2 B/R,,,,Motor City,0,0,,
13-6641-2024,3/28/2024 14:28,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,SOBHA HEARTLAND,Unit,Flats,1865600,116.01,116.01,2 B/R,P2-14,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,Sobha Hartland Waves Grande
13-6643-2024,3/28/2024 15:20,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,TOWN SQUARE,Unit,Flats,1317500,141.18,141.18,3 B/R,G-89,,,Dubai Cycling Course,0,0,,RAWDA APARTMENTS
13-6644-2024,3/28/2024 15:24,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,2302320,99.52,99.52,2 B/R,L5-646,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,0,0,,Burj Crown
13-6645-2024,3/28/2024 15:35,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,ARABIAN RANCHES III,Building,Villas,2100000,235.1,235.1,4 B/R,,,,Hamdan Sports Complex,0,0,,Arabian Ranches III - Spring
13-6646-2024,3/28/2024 16:12,Mortgage,Mortgage Registration,Ready,Free Hold,Residential,TILAL AL GHAF,Building,Villas,2421360,140.43,140.43,3 B/R,,,,,0,0,,Elan
133-113-2024,3/28/2024 10:24,Sales,Development Registration,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,480000,78.12,78.12,1 B/R,G-297,,,,0,0,,
133-114-2024,3/28/2024 9:55,Sales,Development Registration,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,540000,74.58,74.58,1 B/R,B2-270,,,IMG World Adventures,0,0,,SILICON GATE 1
14-331-2024,3/28/2024 9:40,Mortgage,Modify Mortgage,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,7500000,253.44,253.44,3 B/R,CC-1254-1255,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,0,0,,BURJ KHALIFA TOWERS
14-332-2024,3/28/2024 11:14,Mortgage,Modify Mortgage,Ready,Free Hold,Residential,BURJ KHALIFA,Land,Residential,419000000,4238.56,4238.56,,,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,
14-336-2024,3/28/2024 11:04,Mortgage,Modify Mortgage,Ready,Free Hold,Commercial,EMIRATE LIVING,Land,Commercial,7300000,1315.97,1315.97,,,Damac Properties,Marina Mall,Sports City Swimming Academy,0,0,,
14-337-2024,3/28/2024 10:42,Mortgage,Modify Mortgage,Ready,Non Free Hold,Residential,Mirdif,Land,Residential,51750000,2614.52,2614.52,,,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,0,0,,
14-338-2024,3/28/2024 11:47,Mortgage,Modify Mortgage,Ready,Free Hold,Residential,MOTOR CITY,Unit,Flats,1552623,180.34,180.34,3 B/R,"B-172, B-173",Dubai Internet City,Mall of the Emirates,Motor City,0,0,,OIA Residence
14-343-2024,3/28/2024 14:07,Mortgage,Modify Mortgage,Ready,Free Hold,Residential,DUBAI HILLS,Land,Residential,7332000,564.3,564.3,,,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,0,0,,Sidra 2
190-686-2024,3/28/2024 10:36,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,MBR DISTRICT 1,Unit,Flats,927177,101.86,101.86,2 B/R,L2-218,Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences12"
190-691-2024,3/27/2024 15:28,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Al Kifaf,Unit,Flats,3645000,200.22,200.22,3 B/R,"AB3-009, AB3-010",Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,0,0,,Park Gate Residences
190-692-2024,3/27/2024 16:15,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Al Yelayiss 2,Building,Villas,1013332,187.92,187.92,3 B/R,,,,,0,0,,REEM TOWNHOUSES
190-693-2024,3/28/2024 10:16,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Al Yelayiss 2,Building,Villas,846043,187.92,187.92,3 B/R,,,,,0,0,,REEM TOWNHOUSES
190-694-2024,3/28/2024 11:29,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Al Yelayiss 2,Building,Villas,1064518,271.44,271.44,4 B/R,,,,,0,0,,REEM TOWNHOUSES
190-696-2024,3/28/2024 9:35,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,CHERRYWOODS,Building,Villas,2231250,252,252,4 B/R,,,,Dubai Cycling Course,0,0,,Cherrywoods
190-697-2024,3/28/2024 11:52,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,DUBAI HARBOUR,Unit,Flats,1768200,68.96,68.96,1 B/R,P5-22,,,,0,0,,MARINA VISTA
190-698-2024,3/28/2024 11:56,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,CHERRYWOODS,Building,Villas,2741250,252,252,4 B/R,,,,Dubai Cycling Course,0,0,,Cherrywoods
190-699-2024,3/28/2024 14:35,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,DUBAI SCIENCE PARK,Unit,Flats,953120,104.67,104.67,2 B/R,B1-41,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,0,0,,MONTROSE
190-700-2024,3/28/2024 14:11,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,SOBHA HEARTLAND,Unit,Flats,1035937.5,84.67,84.67,1 B/R,P4-35,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,0,0,,Sobha Hartland Waves Grande
190-701-2024,3/28/2024 13:48,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,JUMEIRAH GOLF,Unit,Flats,1401600,128.1,128.1,2 B/R,PH2-B-110,Damac Properties,Marina Mall,Sports City Swimming Academy,0,0,,ALandalus Building D
190-704-2024,3/28/2024 15:57,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Wadi Al Safa 5,Building,Villas,2696640,336.95,336.95,4 B/R,,,,,0,0,,La Rosa 4
190-706-2024,3/28/2024 14:04,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,TILAL AL GHAF,Building,Villas,2353200,140.42,140.42,3 B/R,,,,,0,0,,Elan
190-707-2024,3/28/2024 15:07,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,DUBAI HILLS,Land,Residential Flatss,8000000,810.87,810.87,,,Noor Bank Metro Station,Mall of the Emirates,IMG World Adventures,0,0,,Golf Place
190-708-2024,3/28/2024 13:48,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,TILAL AL GHAF,Land,General Use,4500000,462.42,462.42,,,,,,0,0,,Harmony
190-709-2024,3/28/2024 14:47,Mortgage,Delayed Mortgage,Ready,Free Hold,Residential,Madinat Hind 4,Land,Residential,1000000,114.71,114.71,,,,,,0,0,,DAMAC HILLS (2) - AMARGO 2
219-100-2024,3/28/2024 9:28,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,445296.79,35.45,35.45,Studio,G-094,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-101-2024,3/28/2024 10:51,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,457341.76,36.81,36.81,Studio,G-095,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-102-2024,3/28/2024 10:52,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,439867.77,35,35,Studio,G-096,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-103-2024,3/28/2024 10:54,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,466484.61,37.63,37.63,Studio,G-097,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
